Cbias,credibility,domain,name,questionable,reporting,url,facebook,popularity,twitter
fake-news,low-credibility,washingtonfeed.com,The Washington Feed,[],mixed,https://mediabiasfactcheck.com/the-washington-feed/,,29,
fake-news,low-credibility,washingtonsources.org,Washington Sources,['failed-fact-checks'],mixed,https://mediabiasfactcheck.com/washington-sources/,,29,
fake-news,low-credibility,washingtonstand.com,Washington Stand,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'failed-fact-checks', 'false-claims', 'misinformation', 'hate']",low,https://mediabiasfactcheck.com/washington-stand-bias-and-credibility/,,,
fake-news,low-credibility,washingtontimes.com,Washington Times,"['poor-sourcing', 'failed-fact-checks', 'false-claims', 'misinformation']",mixed,https://mediabiasfactcheck.com/washington-times/,TheWashingtonTimes,77,WashTimes
fake-news,low-credibility,washoegazette.com,Washoe Gazette,"['propaganda', 'plagiarism', 'pseudoscience', 'imposter']",mixed,https://mediabiasfactcheck.com/washoe-gazette-bias/,,,
fake-news,low-credibility,washoenews.com,Washoe News,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/washoe-news-bias/,,,
fake-news,low-credibility,waterfordtoday.com,Waterford Today,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/waterford-today-bias/,,,
fake-news,low-credibility,waterlootimes.com,Waterloo Times,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/waterloo-times-bias/,,,
conspiracy-pseudoscience,low-credibility,wattsupwiththat.com,Watts Up with that,[],low,https://mediabiasfactcheck.com/watts-up-with-that/,,84,WattsUpWithThat
fake-news,low-credibility,waynecountrytoday.com,Wayne County Today,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/wayne-county-today-bias/,,,
fake-news,low-credibility,waynedupree.com,WayneDupree.com,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'failed-fact-checks', 'false-claims', 'misinformation', 'fake-news']",low,https://mediabiasfactcheck.com/waynedupree-com/,,45,
fake-news,low-credibility,wayneherald.org,Wayne Herald,"['propaganda', 'plagiarism', 'pseudoscience', 'false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/wayne-herald-bias/,,,
fake-news,low-credibility,wc minnesota news,WC Minnesota Newsa,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/wc-minnesota-news-bias/,,,
fake-news,low-credibility,wcalabamanews.com,West Central Alabama News,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/west-central-alabama-news/,,7,
fake-news,low-credibility,wcgeorgianews.com,WC Georgia News,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/wc-georgia-news/,,,
fake-news,low-credibility,wcindiananews.com,WC Indiana News,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/wc-indiana-news-bias/,,,
fake-news,low-credibility,wciowanews.com,WC Iowa News,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/wc-iowa-news/,,,
fake-news,low-credibility,wcmichigannews.com,West Central Michigan News,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/west-central-michigan-news-bias/,,,
fake-news,low-credibility,wcmissnews.com,WC Mississippi News,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/wc-mississippi-times-bias/,,,
fake-news,low-credibility,wcmissourinews.com,WC Missouri News,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/wc-missouri-news-bias/,,,
fake-news,low-credibility,wcnewmexiconews.com,WC New Mexico News,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/wc-new-mexico-news-bias/,,,
fake-news,low-credibility,wealthmanagementwire.com,Wealth Management Wire,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/wealth-management-wire-bias/,,,
conspiracy-pseudoscience,low-credibility,wearechange.org,We are Change,[],mixed,https://mediabiasfactcheck.com/we-are-change/,WeAreChangee,64,LukeWeAreChange
fake-news,low-credibility,webdaily.com,Web Daily,[],low,https://mediabiasfactcheck.com/web-daily/,Uplifting,20,
fake-news,low-credibility,weconservative.com,We Conservative,[],very-low,https://mediabiasfactcheck.com/we-conservative/,,7,
fake-news,low-credibility,weibo.com,Weibo,"['propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'false-claims', 'misinformation']",mixed,https://mediabiasfactcheck.com/weibo-bias/,,,
conspiracy-pseudoscience,low-credibility,wellnessachiever.net,Wellness Achiever,[],mixed,https://mediabiasfactcheck.com/wellness-achiever/,,25,
fake-news,low-credibility,welovetrump.com,We Love Trump,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'failed-fact-checks', 'false-claims', 'misinformation', 'fake-news']",very-low,https://mediabiasfactcheck.com/we-love-trump/,,,
fake-news,low-credibility,west-stark-news-bias,West Stark News,"['false-claims', 'imposter']",mixed,http://West Stark News/,,,
fake-news,low-credibility,westatlantanews.com,West Atlanta News,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/west-atlanta-news/,,,
fake-news,low-credibility,westbanklanews.com,Westbank Louisiana News,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/westbank-louisiana-news-bias/,,,
fake-news,low-credibility,westcentralreporter.com,West Central Reporter,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/west-central-reporter-bias/,,,
fake-news,low-credibility,westchesterreporter.com,Westchester Reporter,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/westchester-reporter-bias/,,,
fake-news,low-credibility,westclevelandnews.com,West Cleveland News,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/west-cleveland-news-bias/,,,
fake-news,low-credibility,westcontracostanews.com,West Contra Costa News,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/west-contra-costa-news/,,,
fake-news,low-credibility,westcooknews.com,West Cook News,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/west-cook-news-bias/,,,
fake-news,low-credibility,westdsmnews.com,West DSM News,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/west-dsm-news-bias/,,,
fake-news,low-credibility,westeldoradonews.com,West El Dorado News,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/west-el-dorado-news/,,,
fake-news,low-credibility,westernjournal.com,Western Journal,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'failed-fact-checks', 'false-claims', 'misinformation']",mixed,https://mediabiasfactcheck.com/western-journalism/,,60,
fake-news,low-credibility,westernjournal.com/commentary,Conservative Tribune,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'failed-fact-checks', 'false-claims', 'misinformation', 'fake-news']",very-low,https://mediabiasfactcheck.com/conservative-tribune/,WesternJournal,44,WestJournalism
fake-news,low-credibility,westernndnews.com,Western ND News,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/western-nd-news-bias/,,,
fake-news,low-credibility,westernsentinel.com,Western Sentinel,[],low,https://mediabiasfactcheck.com/western-sentinel/,,23,
fake-news,low-credibility,westernwaynetoday.com,Western Wayne Today,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/western-wayne-today-bias/,,,
fake-news,low-credibility,westessexnews.com,West Essex News,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/west-essex-news-bias/,,,
fake-news,low-credibility,westflnews.com,West Florida News,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/west-florida-news/,,,
fake-news,low-credibility,westhamiltonnews.com,West Hamilton News,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/west-hamilton-news-bias/,,,
fake-news,low-credibility,westhillsboroughnews.com,West HIllsborough News,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/west-hillsborough-news/,,,
fake-news,low-credibility,westhudvalleynews.com,West Hudson Valley News,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/west-hudson-valley-news-bias/,,,
fake-news,low-credibility,westindynews.com,West Indy News,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/west-indy-news-bias/,,,
fake-news,low-credibility,westlakenormannews.com,West Lake Norman News,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/west-lake-norman-news-bias/,,,
fake-news,low-credibility,westlatimes.com,West LA Times,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/west-la-times/,,,
fake-news,low-credibility,westlucasnews.com,West Lucas News,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/west-lucas-news-bias/,,,
fake-news,low-credibility,westmassnews.com,West Massachusetts News,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/west-massachusetts-news-bias/,,,
fake-news,low-credibility,westnynews.com,West NY News,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/west-ny-news-bias/,,,
fake-news,low-credibility,westoctimes.com,West OC Times,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/west-oc-times/,,,
conspiracy-pseudoscience,low-credibility,westonaprice.org,Weston A. Price Foundation,[],low,https://mediabiasfactcheck.com/weston-a-price-foundation/,,64,
fake-news,low-credibility,westpdxtoday.com,West PDX Today,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/west-pdx-today-bias/,,,
fake-news,low-credibility,westpennyroyalnews.com,West Pennyroyal News,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/west-pennyroyal-news-bias/,,,
fake-news,low-credibility,westsbvtimes.com,West SBV Times,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/west-sbv-times/,,,
fake-news,low-credibility,westsfvtoday.com,West SFV Today,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/west-sfv-today/,,,
fake-news,low-credibility,westsgvnews.com,West SGV News,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/west-sgv-news/,,,
fake-news,low-credibility,westtwincities.com,West Twin Cities,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/west-twin-cities-bias/,,,
fake-news,low-credibility,westventuranews.com,West Ventura News,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/west-ventura-news/,,,
fake-news,low-credibility,westvolusianews.com,West Volusia News,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/west-volusia-news/,,,
fake-news,low-credibility,westwakenews.com,West Wake News,"['failed-fact-checks', 'imposter']",mixed,https://mediabiasfactcheck.com/west-wake-news-bias/,,,
fake-news,low-credibility,wethepeopledaily.com,We The People Daily,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'false-claims', 'misinformation']",low,https://mediabiasfactcheck.com/we-the-people-daily/,,21,
conspiracy-pseudoscience,low-credibility,whale.to,Whale.to,[],low,https://mediabiasfactcheck.com/whale-to/,john.scudamore.94,58,
conspiracy-pseudoscience,low-credibility,whatdoesitmean.com,WhatDoesItMean,[],very-low,https://mediabiasfactcheck.com/whatdoesitmean/,2.04289E+14,71,
fake-news,low-credibility,whatfinger.com,Whatfinger,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'failed-fact-checks', 'false-claims', 'misinformation', 'fake-news']",low,https://mediabiasfactcheck.com/whatfinger/,,48,
conspiracy-pseudoscience,low-credibility,whatreallyhappened.com,What Really Happened,[],very-low,https://mediabiasfactcheck.com/what-really-happened/,,76,
fake-news,low-credibility,whatregistrater.com,WhatRegistrater.com (Fake Fox News),"['fake-news', 'imposter']",very-low,https://mediabiasfactcheck.com/whatregistrater-com-fake-fox-news/,,,
fake-news,low-credibility,whatstheharm.net,What's the Harm,"['poor-sourcing', 'misinformation']",mixed,https://mediabiasfactcheck.com/whats-the-harm/,,57,
conspiracy-pseudoscience,low-credibility,whitehouse.news,WhiteHouse.News,[],very-low,https://mediabiasfactcheck.com/whitehouse-news/,,,
conspiracy-pseudoscience,low-credibility,whydontyoutrythis.com,Why Don't You Try This,[],low,https://mediabiasfactcheck.com/why-dont-you-try-this/,whydontyoutrythis,48,
fake-news,low-credibility,wicatholictribune.com,Catholic Tribune - Wisconsin,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/catholic-tribune-wisconsin-bias/,,,
fake-news,low-credibility,wichitastandard.com,Wichita Standard,[],mixed,https://mediabiasfactcheck.com/wichita-standard-bias/,,,
conspiracy-pseudoscience,low-credibility,wide-awake-media.com,Wide Awake Media,[],low,https://mediabiasfactcheck.com/wide-awake-media-bias/,,,
conspiracy-pseudoscience,low-credibility,wikispooks.com,Wikispooks,[],mixed,https://mediabiasfactcheck.com/wikispooks/,,50,
fake-news,low-credibility,willcountygazette.com,Will County Gazette,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/will-county-gazette-bias/,,,
fake-news,low-credibility,winecountrytimes.com,Wine Country Times,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/wine-country-times/,,,
conspiracy-pseudoscience,low-credibility,winepressnews.com,Wine Press News,[],low,https://mediabiasfactcheck.com/wine-press-news-bias-and-credibility/,,,
fake-news,low-credibility,wingsoverscotland.com,Wings Over Scotland,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'hate']",mixed,https://mediabiasfactcheck.com/wings-over-scotland/,WingsOverScotland,53,WingsScotland
fake-news,low-credibility,winningdemocrats.com,Winning Democrats,[],low,https://mediabiasfactcheck.com/winning-democrats/,,33,
fake-news,low-credibility,winstonsalemtimes.com,Winston Salem Times,"['failed-fact-checks', 'imposter']",mixed,https://mediabiasfactcheck.com/winston-salem-times-bias/,,,
conspiracy-pseudoscience,low-credibility,winterwatch.net,Winter Watch,[],very-low,https://mediabiasfactcheck.com/winter-watch/,,,
fake-news,low-credibility,wiregrasstimes.com,Wiregrass Times,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/wiregrass-times/,,3,
fake-news,low-credibility,wisconsindailystar.com,Wisconsin Daily Star,"['propaganda', 'plagiarism', 'pseudoscience', 'misinformation', 'imposter']",mixed,https://mediabiasfactcheck.com/wisconsin-daily-star-bias/,,,
fake-news,low-credibility,wisconsinindependent.com,The Wisconsin Independent,"['propaganda', 'plagiarism', 'pseudoscience', 'misinformation', 'imposter']",mixed,https://mediabiasfactcheck.com/the-wisconsin-independent-bias/,,,
fake-news,low-credibility,wisconsinlaketimes.com,Wisconsin Lake Times,"['propaganda', 'plagiarism', 'pseudoscience', 'imposter']",mixed,https://mediabiasfactcheck.com/wisconsin-lake-times-bias/,,,
fake-news,low-credibility,wisevoter.com,WiseVoter,['poor-sourcing'],mixed,https://mediabiasfactcheck.com/wisevoter-bias/,,,
fake-news,low-credibility,wltreport.com,WLT Report,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'false-claims', 'misinformation', 'fake-news']",low,https://mediabiasfactcheck.com/wlt-report-bias/,,,
fake-news,low-credibility,wn.com,World News (wn.com),"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'false-claims', 'misinformation']",mixed,https://mediabiasfactcheck.com/world-news/,WNLive,95,worldnewsdotcom
fake-news,low-credibility,wnd.com,World Net Daily (WND),"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'failed-fact-checks', 'false-claims', 'misinformation', 'fake-news']",low,https://mediabiasfactcheck.com/world-net-daily-wnd/,None,81,
fake-news,low-credibility,wndnewscenter.org,WND News Center,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'failed-fact-checks', 'false-claims', 'misinformation', 'hate']",low,https://mediabiasfactcheck.com/wnd-news-center-bias/,,,
fake-news,low-credibility,wokesloth.com,Woke Sloth,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'misinformation']",mixed,https://mediabiasfactcheck.com/woke-sloth/,wokesloth,34,TheGoodGodAbove
fake-news,low-credibility,womenarehuman.com,Women are Human,"['propaganda', 'plagiarism', 'pseudoscience', 'false-claims', 'misinformation', 'hate']",mixed,https://mediabiasfactcheck.com/women-are-human/,,30,
fake-news,low-credibility,womensrightsnews,Women's Rights News,"['poor-sourcing', 'misinformation']",mixed,https://mediabiasfactcheck.com/womens-rights-news/,WOMENSRIGHTSNEWS,1,
conspiracy-pseudoscience,low-credibility,worldaffairs.blog,World Affairs Blog,[],mixed,https://mediabiasfactcheck.com/world-affairs-blog-bias/,,,
conspiracy-pseudoscience,low-credibility,worldaffairsbrief.com,World Affairs Brief,[],very-low,https://mediabiasfactcheck.com/world-affairs-brief/,,47,
conspiracy-pseudoscience,low-credibility,worldcouncilforhealth.org,World Council for Health,[],very-low,https://mediabiasfactcheck.com/world-council-for-health-bias/,,,
conspiracy-pseudoscience,low-credibility,worlddoctorsalliance.com,World Doctors Alliance,[],very-low,https://mediabiasfactcheck.com/world-doctors-alliance/,,30,
fake-news,low-credibility,worldgreynews.com,WordGreyNews.com,"['failed-fact-checks', 'false-claims', 'misinformation', 'fake-news']",very-low,https://mediabiasfactcheck.com/worldgreynews-com/,,,
conspiracy-pseudoscience,low-credibility,worldhealth.net,WorldHealth.Net,[],low,https://mediabiasfactcheck.com/worldhealth-net/,,47,
conspiracy-pseudoscience,low-credibility,worldlifestyle.com,World Lifestyle,[],low,https://mediabiasfactcheck.com/world-lifestyle-bias/,,,
fake-news,low-credibility,worldnewsera.com,WorldNewsERA,['poor-sourcing'],mixed,https://mediabiasfactcheck.com/worldnewsera-bias/,,,
fake-news,low-credibility,worldnewspolitics.com,World News Politics,[],low,https://mediabiasfactcheck.com/world-news-politics/,,31,
fake-news,low-credibility,worldofbuzz.com,World of Buzz,"['poor-sourcing', 'failed-fact-checks']",mixed,https://mediabiasfactcheck.com/world-of-buzz-bias/,,,
fake-news,low-credibility,worldpoliticus.com,World Politicus,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'false-claims']",low,https://mediabiasfactcheck.com/world-politicus/,,,
fake-news,low-credibility,worldstarhiphop.com,WorldStarHipHop,"['conspiracy', 'censorship', 'false-claims', 'misinformation', 'fake-news']",mixed,https://mediabiasfactcheck.com/worldstarhiphop/,,82,
fake-news,low-credibility,worldtimetodays.com,WorldTimeTodays,['poor-sourcing'],mixed,https://mediabiasfactcheck.com/worldtimetodays-bias/,,,
fake-news,low-credibility,worldtribune.com,World Tribune,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'false-claims', 'misinformation', 'fake-news']",low,https://mediabiasfactcheck.com/world-tribune/,World,50,
conspiracy-pseudoscience,low-credibility,worldtruth.tv,World Truth TV,[],very-low,https://mediabiasfactcheck.com/world-truth-tv/,WorldTruthTV,61,WorldTruthTV
conspiracy-pseudoscience,low-credibility,worldviewweekend.com,Worldview Weekend,[],very-low,https://mediabiasfactcheck.com/worldview-weekend-bias/,,,
conspiracy-pseudoscience,low-credibility,davidicke.com,David Icke,[],very-low,https://mediabiasfactcheck.com/david-icke/,davidicke,81,davidicke
fake-news,low-credibility,infoscum.com,InfoScum,[],mixed,https://mediabiasfactcheck.com/infoscum/,,9,
conspiracy-pseudoscience,low-credibility,infowars.com,Infowars,[],very-low,https://mediabiasfactcheck.com/infowars-alex-jones/,AlexanderEmerickJones,90,realalexjones
fake-news,low-credibility,nmws.us,NMWS.us,[],low,https://mediabiasfactcheck.com/nmws-us/,,18,
fake-news,low-credibility,politicalears.com,Political Ears,[],low,https://mediabiasfactcheck.com/political-ears/,,28,
fake-news,low-credibility,politicoinfo.com,Politico Info,[],low,https://mediabiasfactcheck.com/politico-info/,,10,
fake-news,low-credibility,politifact.news,Poltifact News,[],low,https://mediabiasfactcheck.com/politifact-news/,,18,
fake-news,low-credibility,powerofnative.com,Native American News,[],very-low,https://mediabiasfactcheck.com/native-american-news/,jegtheme,13,
fake-news,low-credibility,redcountry.us,Red Country - Conservative News,[],low,https://mediabiasfactcheck.com/red-country-conservative-news/,,12,
fake-news,low-credibility,strategic-culture.org,Strategic Culture Foundation,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'false-claims', 'misinformation']",very-low,https://mediabiasfactcheck.com/strategic-culture-foundation/,StrategicCulture,69,Strateg_Culture
fake-news,low-credibility,theblaze.com,The Blaze,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'failed-fact-checks', 'false-claims', 'misinformation']",mixed,https://mediabiasfactcheck.com/the-blaze/,theblaze,88,theblaze
fake-news,low-credibility,thegoldwater.com,The Goldwater,[],low,https://mediabiasfactcheck.com/the-goldwater/,,34,
conspiracy-pseudoscience,low-credibility,cbn.com,Christian Broadcasting Network (CBN),[],mixed,https://mediabiasfactcheck.com/christian-broadcasting-network-cbn/,,76,
fake-news,low-credibility,wyandottetimes.com,Wyandotte Times,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/wyandotte-times-bias/,,,
conspiracy-pseudoscience,low-credibility,x22report.com,X22 Report,[],low,https://mediabiasfactcheck.com/x22-report/,,46,
fake-news,low-credibility,xinhuanet.com,Xinhua News Agency,"['propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing']",mixed,https://mediabiasfactcheck.com/xinhua-news-agency/,XinhuaNewsAgency,90,
fake-news,low-credibility,xstrategies.com,X Strategies,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'failed-fact-checks', 'false-claims', 'misinformation', 'hate']",low,https://mediabiasfactcheck.com/x-strategies-bias/,,,
fake-news,low-credibility,xyz.net.au,XYZ.net.au,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'failed-fact-checks', 'false-claims', 'misinformation', 'hate']",low,https://mediabiasfactcheck.com/xyz-net-au-bias/,,,
fake-news,low-credibility,yadkinvalleynews.com,Yadkin Valley News,"['failed-fact-checks', 'imposter']",mixed,https://mediabiasfactcheck.com/yadkin-valley-news-bias/,,,
fake-news,low-credibility,yaliberty.org,Young Americans for Liberty,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'failed-fact-checks', 'false-claims', 'misinformation']",low,https://mediabiasfactcheck.com/young-americans-for-liberty-bias/,,,
fake-news,low-credibility,yavapainews.com,Yavapai News,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/yavapai-news/,,4,
fake-news,low-credibility,yc.news,YourContent,"['poor-sourcing', 'misinformation', 'fake-news']",mixed,https://mediabiasfactcheck.com/yourcontent/,,28,
fake-news,low-credibility,yellowhammertimes.com,Yellowhammer Times,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/yellowhammer-times/,,6,
fake-news,low-credibility,yellowstonetimes.com,Yellowstone Times,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/yellowstone-times-bias/,,,
fake-news,low-credibility,yesimright.com,Yes I'm Right,"['propaganda', 'plagiarism', 'pseudoscience', 'false-claims', 'misinformation']",low,https://mediabiasfactcheck.com/yes-im-right/,yesiamright,38,
fake-news,low-credibility,youm7.com,Al Youm Al Sabea,"['propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing']",mixed,https://mediabiasfactcheck.com/al-youm-al-sabea-youm7-bias/,,,
fake-news,low-credibility,youngstowntimes.com,Youngstown Times,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/youngstown-times-bias/,,,
fake-news,low-credibility,yournews.com,YourNews,"['propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'misinformation']",mixed,https://mediabiasfactcheck.com/yournews-bias/,,,
conspiracy-pseudoscience,low-credibility,yournewswire.com,Your News Wire,[],low,https://mediabiasfactcheck.com/your-news-wire/,thepeoplesvoicetv,70,yournewswire
conspiracy-pseudoscience,low-credibility,yourtango.com,YourTango,[],mixed,https://mediabiasfactcheck.com/yourtango-bias/,,,
fake-news,low-credibility,yubasuttertimes.com,Yuba-Sutter Times,"['false-claims', 'imposter']",mixed,https://mediabiasfactcheck.com/yuba-sutter-times/,,,
fake-news,low-credibility,yumastandard.com,Yuma Standard,"['propaganda', 'plagiarism', 'pseudoscience', 'misinformation', 'imposter']",mixed,https://mediabiasfactcheck.com/yuma-standard-bias/,,,
fake-news,low-credibility,z3news.com,Z3 News,"['conspiracy', 'censorship', 'propaganda', 'plagiarism', 'pseudoscience', 'poor-sourcing', 'false-claims', 'misinformation', 'hate']",very-low,https://mediabiasfactcheck.com/z3-news-bias/,,,
fake-news,low-credibility,zacatecaspost.com,Zacatecas Post,['imposter'],mixed,https://mediabiasfactcheck.com/zacatecas-post-bias/,,,
fake-news,low-credibility,zenith.news,Zenith News,"['poor-sourcing', 'misinformation', 'hate']",low,https://mediabiasfactcheck.com/zenith-news/,,23,
conspiracy-pseudoscience,low-credibility,zerohedge.com,Zerohedge,[],low,https://mediabiasfactcheck.com/zero-hedge/,,77,
fake-news,low-credibility,zootfeed.com,ZootFeed,[],low,https://mediabiasfactcheck.com/zootfeed/,,29,
right,medium-credibility,1290wlby.com,Ann Arbor's Talk 1290 WLBY,[],mixed,https://mediabiasfactcheck.com/ann-arbors-talk-1290-wlby-bias/,,,
right,medium-credibility,1490wosh.com,WOSH - 1490AM - Appleton,[],mixed,https://mediabiasfactcheck.com/wosh-1490am-appleton-bias/,,,
right,medium-credibility,1792exchange.com,1792 Exchange,[],mixed,https://mediabiasfactcheck.com/1792-exchange-bias-and-credibility/,,,
center,medium-credibility,180report.com,OneEighty,[],mixed,https://mediabiasfactcheck.com/oneeighty/,,15,
center,medium-credibility,2020insightsllc.com,20/20 Insights,[],mixed,https://mediabiasfactcheck.com/20-20-insight-bias-and-credibility/,,,
right,medium-credibility,2ndvote.com,2ndVote,[],mixed,https://mediabiasfactcheck.com/2ndvote/,,39,2ndvote
right,medium-credibility,600wpqx.com,WPQX - 600 AM - Youngstown,[],mixed,https://mediabiasfactcheck.com/wrqx-600-am-youngstown-bias/,,,
right,medium-credibility,660wxqw.com,WXQW - 660 AM - Mobile,[],mixed,https://mediabiasfactcheck.com/wxqw-660-am-mobile-bias/,,,
right,medium-credibility,790wpic.com,WPIC - 790 AM - Youngstown,[],mixed,https://mediabiasfactcheck.com/wpic-790-am-youngstown-bias/,,,
right-center,medium-credibility,7news.com.au,7NEWS,[],mixed,https://mediabiasfactcheck.com/7news/,7newssydney,66,7NEWS.com.au
right,medium-credibility,860kkat.com,KKAT - 860 AM - Salt Lake City,[],mixed,https://mediabiasfactcheck.com/kkat-860-am-salt-lake-city-bias/,,,
right,medium-credibility,980waav.com,WAAV - 980 AM - Wilmington,[],mixed,https://mediabiasfactcheck.com/waav-980-am-wilimington-bias/,,,
right,medium-credibility,980wxlm.com,WXLM - 980 AM - New London,[],mixed,https://mediabiasfactcheck.com/wxlm-980-am-new-london-bias/,,,
right,medium-credibility,997wtn.com,WWTN - 99.7 FM - Nashville,[],mixed,https://mediabiasfactcheck.com/wwtn-99-7-fm-nashville-bias/,,,
right,medium-credibility,a1apac.org,America First Action SuperPAC,[],mixed,https://mediabiasfactcheck.com/america-first-action-superpac/,,,
right,medium-credibility,aa.com.tr,Anadolu Agency,[],mixed,https://mediabiasfactcheck.com/anadolu-agency/,anadoluagencyenglish,84,
right-center,medium-credibility,aawsat.com,Asharq Al-Awsat,[],mixed,https://mediabiasfactcheck.com/asharq-al-awsat-2/,,,
right,medium-credibility,abort73.com,Abort73,[],mixed,https://mediabiasfactcheck.com/abort73/,,,
right,medium-credibility,ac2news.com,Against Crony Capitalism,[],mostly-factual,https://mediabiasfactcheck.com/against-crony-capitialism/,AgainstCronyCapitalism,30,
